id,domain,portal_system,portal_subdomain,confidence,detection_method,validated,validation_website,error,timestamp,created_at,updated_at
1992,rentworkspm.com,appfolio,rentworkspm.appfolio.com,medium,subdomain_probe,0,,,2026-02-02T04:01:15.692950,2026-02-16 06:54:45,2026-02-16 06:54:45
1993,rpmtradewinds.com,appfolio,rpmfl041.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmtradewinds.com,,2026-02-02T04:02:03.456540,2026-02-16 06:54:45,2026-02-16 06:54:45
1994,stressfreepropertymanagement.com,appfolio,stressfreepm.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:02:15.031780,2026-02-16 06:54:45,2026-02-16 06:54:45
1995,rpmcatalyst.com,appfolio,rpmfl074.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmcatalyst.com,,2026-02-02T04:03:46.188826,2026-02-16 06:54:45,2026-02-16 06:54:45
1996,skcpropertymanagement.com,buildium,skcpropertymanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:03:51.307332,2026-02-16 06:54:45,2026-02-16 06:54:45
1997,pinellaspropertymanagers.com,doorloop,champabaybroker.app.doorloop.com,high,homepage_fetch,0,,,2026-02-02T04:03:57.727711,2026-02-16 06:54:45,2026-02-16 06:54:45
1998,tpmcjax.com,appfolio,tpmcjax.appfolio.com,high,homepage_fetch,1,,,2026-02-02T04:04:05.324775,2026-02-16 06:54:45,2026-02-16 06:54:45
1999,rpmbluesky.com,appfolio,RPMFL081.appfolio.com,high,secondary_page:/tenants/,1,https://www.rpmbluesky.com,,2026-02-02T04:04:02.516615,2026-02-16 06:54:45,2026-02-16 06:54:45
2000,mcwrightpm.com,rentvine,nefrealty.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:04:07.689288,2026-02-16 06:54:45,2026-02-16 06:54:45
2001,rpmhometogether.com,appfolio,RPMFL063.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmhometogether.com,,2026-02-02T04:05:17.760997,2026-02-16 06:54:45,2026-02-16 06:54:45
2002,myvybehome.com,doorloop,79dc2a36.app.doorloop.com,high,homepage_fetch,0,,,2026-02-02T04:05:22.980874,2026-02-16 06:54:45,2026-02-16 06:54:45
2003,miamiflpropertymanagementinc.com,rentvine,pmitopfloridaproperties.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:07:13.539692,2026-02-16 06:54:45,2026-02-16 06:54:45
2004,tbrents.com,rentvine,millennial-realty.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:07:14.948685,2026-02-16 06:54:45,2026-02-16 06:54:45
2005,rpmzenith.com,appfolio,rpmfl067.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmzenith.com,,2026-02-02T04:07:28.147412,2026-02-16 06:54:45,2026-02-16 06:54:45
2007,smithpropertymgmt.com,buildium,smithrentals.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:07:34.444102,2026-02-16 06:54:45,2026-02-16 06:54:45
2008,suncoastpms.com,buildium,scpms.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:07:37.336188,2026-02-16 06:54:45,2026-02-16 06:54:45
2009,tampa-rental-house.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-02T04:07:39.119863,2026-02-16 06:54:45,2026-02-16 06:54:45
2011,robbrookspropertymanagement.com,buildium,robbrooksrealty.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:08:10.725764,2026-02-16 06:54:45,2026-02-16 06:54:45
2013,mykeyrents.com,rentmanager,keyrent.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-02T04:08:52.869448,2026-02-16 06:54:45,2026-02-16 06:54:45
2014,servicematterspm.com,appfolio,servicematterspm.appfolio.com,high,homepage_fetch,1,http://www.servicematterspm.com,,2026-02-02T04:08:57.081900,2026-02-16 06:54:45,2026-02-16 06:54:45
2015,rentporch.com,appfolio,2Fdunkerleyenterprises.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:08:58.540254,2026-02-16 06:54:45,2026-02-16 06:54:45
2016,onesourceteam.com,buildium,onesourceteam.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:10:05.061067,2026-02-16 06:54:45,2026-02-16 06:54:45
2017,tallahasseecollegerentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:10:05.909204,2026-02-16 06:54:45,2026-02-16 06:54:45
2018,vineyardspm.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:10:07.334546,2026-02-16 06:54:45,2026-02-16 06:54:45
2019,midtownmeridianrealty.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:10:08.120485,2026-02-16 06:54:45,2026-02-16 06:54:45
2020,renttallahasseenow.com,appfolio,renttallahassee.appfolio.com,medium,subdomain_probe,0,,,2026-02-02T04:10:09.558403,2026-02-16 06:54:45,2026-02-16 06:54:45
2021,pentwellproperties.com,buildium,pentwell.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:10:54.137422,2026-02-16 06:54:45,2026-02-16 06:54:45
2022,tallahasseerealestatesolutions.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:10:55.641462,2026-02-16 06:54:45,2026-02-16 06:54:45
2023,vacantsolutions.com,buildium,2Fvacantsolutionsllc.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:10:56.294574,2026-02-16 06:54:45,2026-02-16 06:54:45
2024,tallyrentalhomes.com,doorloop,6d98f7a7.app.doorloop.com,high,homepage_fetch,0,,,2026-02-02T04:10:57.181577,2026-02-16 06:54:45,2026-02-16 06:54:45
2025,wilsonpropertymgmt.com,buildium,wilsonpropertymgmt.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:10:58.506484,2026-02-16 06:54:45,2026-02-16 06:54:45
2026,stadiumpropertyrentals.com,appfolio,stadiumpropertyrentals.appfolio.com,high,subdomain_probe,1,https://stadiumpropertyrentals.com/,,2026-02-02T04:10:40.554014,2026-02-16 06:54:45,2026-02-16 06:54:45
2028,stewartrml.com,buildium,,high,homepage_fetch,0,,,2026-02-02T04:11:32.481583,2026-02-16 06:54:45,2026-02-16 06:54:45
2029,universitymgmt.com,appfolio,universitymgmt.appfolio.com,high,homepage_fetch,1,http://www.universitymgmt.com,,2026-02-02T04:12:39.507090,2026-02-16 06:54:45,2026-02-16 06:54:45
2030,matchmakerpropertymanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:12:41.285339,2026-02-16 06:54:45,2026-02-16 06:54:45
2031,ufrentals.com,appfolio,universityrealtyfl.appfolio.com,high,homepage_fetch,1,http://www.ufrentals.com,,2026-02-02T04:13:28.464806,2026-02-16 06:54:45,2026-02-16 06:54:45
2032,monarchrealtygnv.com,buildium,monarchrealtygnv.managebuilding.com,medium,subdomain_probe,0,,,2026-02-02T04:13:44.191564,2026-02-16 06:54:45,2026-02-16 06:54:45
2034,naplesfloridarealty.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:16:25.766604,2026-02-16 06:54:45,2026-02-16 06:54:45
2036,naplesrentals.net,buildium,naplesrentals.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:16:27.654663,2026-02-16 06:54:45,2026-02-16 06:54:45
2037,zypmg.com,custom:zypmg.tenantcloud.com,,medium,homepage_custom_portal,0,,,2026-02-02T04:16:44.203985,2026-02-16 06:54:45,2026-02-16 06:54:45
2038,rpmswcoast.com,appfolio,rpmfl070.appfolio.com,high,secondary_page:/tenants/,1,http://rpmswcoast.com,,2026-02-02T04:17:28.111447,2026-02-16 06:54:45,2026-02-16 06:54:45
2039,pegasuscam.com,cincwebaxis,pegasuspm.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-02T04:17:49.575507,2026-02-16 06:54:45,2026-02-16 06:54:45
2040,mangrovepm.com,buildium,mangrovepm.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:17:52.770623,2026-02-16 06:54:45,2026-02-16 06:54:45
2041,threepalmsrealty.com,buildium,threepalmsrealty.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:18:51.287470,2026-02-16 06:54:45,2026-02-16 06:54:45
2042,pmibeachproperties.com,rentvine,pmibeachproperties.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:18:56.722602,2026-02-16 06:54:45,2026-02-16 06:54:45
2044,therentalauthority.com,appfolio,therentalauthority.appfolio.com,low,secondary_page:/tenant-services/,0,,,2026-02-02T04:18:58.401242,2026-02-16 06:54:45,2026-02-16 06:54:45
2045,managewithaps.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:20:27.592167,2026-02-16 06:54:45,2026-02-16 06:54:45
2046,tbtpm.com,buildium,tbtpropertymanagment.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:21:36.671758,2026-02-16 06:54:45,2026-02-16 06:54:45
2047,maximamgmt.com,appfolio,maxima.appfolio.com,high,secondary_page:/owners/,1,http://maximamgmt.com,,2026-02-02T04:22:51.515683,2026-02-16 06:54:45,2026-02-16 06:54:45
2048,realonepropertymanagement.com,cincwebaxis,realonepm.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-02T04:23:01.554752,2026-02-16 06:54:45,2026-02-16 06:54:45
2049,rentprofl.com,appfolio,rentprofl.appfolio.com,high,subdomain_probe,1,http://www.rentprofl.com,,2026-02-02T04:23:01.396277,2026-02-16 06:54:45,2026-02-16 06:54:45
2051,rpmcoral.com,appfolio,rpmfl066.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-02T04:23:52.233162,2026-02-16 06:54:45,2026-02-16 06:54:45
2053,sabellarealty.com,buildium,sabellarealtyinc.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:26:04.453694,2026-02-16 06:54:45,2026-02-16 06:54:45
2055,mmrealty.net,appfolio,mandmrealty.appfolio.com,high,secondary_page:/general-1,1,http://www.mmrealty.net,,2026-02-02T04:27:26.700385,2026-02-16 06:54:45,2026-02-16 06:54:45
2056,swfpreferred.com,buildium,swfpreferred.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:28:10.085870,2026-02-16 06:54:45,2026-02-16 06:54:45
2057,newlevelpropertymanagement.com,appfolio,mandmrealty.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-02T04:28:13.667271,2026-02-16 06:54:45,2026-02-16 06:54:45
2058,realtyservicescapecoral.com,rentmanager,redfortress.owa.rentmanager.com,high,link_redirect:followed_link:i'm a renter,0,,,2026-02-02T04:27:44.470366,2026-02-16 06:54:45,2026-02-16 06:54:45
2059,realtyserviceslehigh.com,rentmanager,redfortress.owa.rentmanager.com,high,link_redirect:followed_link:i'm a renter,0,,,2026-02-02T04:27:55.243056,2026-02-16 06:54:45,2026-02-16 06:54:45
2060,pmocala.com,rentvine,prorealtyocala.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:29:08.416771,2026-02-16 06:54:45,2026-02-16 06:54:45
2061,vinemgt.com,cincwebaxis,vinemgmt.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-02T04:29:12.380190,2026-02-16 06:54:45,2026-02-16 06:54:45
2062,morrisrealtors.com,appfolio,morrispm.appfolio.com,high,homepage_fetch,1,http://morrisrealtors.com/,,2026-02-02T04:30:30.866362,2026-02-16 06:54:45,2026-02-16 06:54:45
2064,rentwithkrg.com,rentvine,krg.rentvine.com,high,secondary_page:/tenants/,0,,,2026-02-02T04:30:37.757248,2026-02-16 06:54:45,2026-02-16 06:54:45
2065,rpmparadise.com,appfolio,rpmfl072.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-02T04:30:40.506522,2026-02-16 06:54:45,2026-02-16 06:54:45
2066,marionoaksrealty.com,appfolio,marionoaksrealty.appfolio.com,high,subdomain_probe,1,,,2026-02-02T04:30:11.430148,2026-02-16 06:54:45,2026-02-16 06:54:45
2068,rentcentral.net,appfolio,rentcentral.appfolio.com,high,homepage_fetch,1,http://www.rentcentral.net,,2026-02-02T04:31:47.934982,2026-02-16 06:54:45,2026-02-16 06:54:45
2070,springhillpropertymanagement.net,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-02T04:32:18.937786,2026-02-16 06:54:45,2026-02-16 06:54:45
2071,mysuperiorproperty.com,custom:mysuperiorproperty.payyourrent.com,,medium,secondary_page_custom:/tenants/,0,,,2026-02-02T04:32:30.059269,2026-02-16 06:54:45,2026-02-16 06:54:45
2072,successpropertymgmt.com,appfolio,successpm.appfolio.com,high,homepage_fetch,1,http://successpropertymgmt.com,,2026-02-02T04:34:47.777394,2026-02-16 06:54:45,2026-02-16 06:54:45
2073,rentwithberkshire.com,rentvine,rentwithberkshire.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:34:50.776806,2026-02-16 06:54:45,2026-02-16 06:54:45
2075,straightuprealtyandpm.com,appfolio,,high,link_redirect:followed_link:property management ,0,,,2026-02-02T04:34:49.298119,2026-02-16 06:54:45,2026-02-16 06:54:45
2076,realassetrealty.com,appfolio,realasset.appfolio.com,medium,subdomain_probe,0,,,2026-02-02T04:34:52.555865,2026-02-16 06:54:45,2026-02-16 06:54:45
2077,realpmconnection.com,appfolio,rpmFL049.appfolio.com,high,secondary_page:/tenants/,1,http://www.realpmconnection.com,,2026-02-02T04:35:57.865146,2026-02-16 06:54:45,2026-02-16 06:54:45
2078,rentahomewithus.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-02T04:37:39.501317,2026-02-16 06:54:45,2026-02-16 06:54:45
2079,sisirealty.com,buildium,sisiproperty.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:37:40.346481,2026-02-16 06:54:45,2026-02-16 06:54:45
2080,volusiacountypropertymanagement.com,appfolio,orlandopropertymgt.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:37:42.643012,2026-02-16 06:54:45,2026-02-16 06:54:45
2081,rpmsailfishcoast.com,appfolio,rpmfl073.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmsailfishcoast.com,,2026-02-02T04:39:42.244821,2026-02-16 06:54:45,2026-02-16 06:54:45
2082,mgtspec.com,appfolio,managementspecialists.appfolio.com,high,homepage_fetch,1,,,2026-02-02T04:39:57.179850,2026-02-16 06:54:45,2026-02-16 06:54:45
2083,rpmdynamic.com,appfolio,rpmfl064.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-02T04:40:01.187670,2026-02-16 06:54:45,2026-02-16 06:54:45
2084,realtyunlimited.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:40:20.894476,2026-02-16 06:54:45,2026-02-16 06:54:45
2085,restodaymanagementservices.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:40:22.187745,2026-02-16 06:54:45,2026-02-16 06:54:45
2086,treasurecoast.net,propertyboss,res_i02006_61721.propertyboss.net,high,homepage_fetch,0,,,2026-02-02T04:40:55.607037,2026-02-16 06:54:45,2026-02-16 06:54:45
2088,ostopm.com,rentvine,ostopm.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:44:36.315973,2026-02-16 06:54:45,2026-02-16 06:54:45
2089,trueguardianpropertymanagement.com,buildium,trueguardian.managebuilding.com,high,secondary_page:/tenants/,0,,,2026-02-02T04:44:40.098129,2026-02-16 06:54:45,2026-02-16 06:54:45
2090,rpmbrevard.com,appfolio,rpmfl007.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmbrevard.com,,2026-02-02T04:44:45.014269,2026-02-16 06:54:45,2026-02-16 06:54:45
2091,underillmanagement.com,appfolio,underill.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:44:55.745790,2026-02-16 06:54:45,2026-02-16 06:54:45
2092,novavistarentals.com,doorloop,54738d91.app.doorloop.com,high,homepage_fetch,0,,,2026-02-02T04:45:42.288385,2026-02-16 06:54:45,2026-02-16 06:54:45
2093,paradiseassociationmanagement.com,cincwebaxis,cbp.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-02T04:45:45.762506,2026-02-16 06:54:45,2026-02-16 06:54:45
2094,oakstpm.com,appfolio,bzginternational.appfolio.com,high,secondary_page:/tenants/,1,http://www.oakstpm.com,,2026-02-02T04:46:27.147461,2026-02-16 06:54:45,2026-02-16 06:54:45
2095,rpmmiami.com,appfolio,rpmfl030.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmmiami.com,,2026-02-02T04:47:34.243227,2026-02-16 06:54:45,2026-02-16 06:54:45
2096,unitedrpm.com,appfolio,rpmfl054.appfolio.com,high,secondary_page:/tenants/,1,http://unitedrpm.com,,2026-02-02T04:48:35.106731,2026-02-16 06:54:45,2026-02-16 06:54:45
2098,nakiproperties.com,guesty,,high,homepage_fetch,0,,,2026-02-02T04:48:54.679520,2026-02-16 06:54:45,2026-02-16 06:54:45
2099,rpmgreenway.com,appfolio,rpmga021.appfolio.com,high,secondary_page:/tenants/,1,http://rpmgreenway.com,,2026-02-02T04:49:25.849268,2026-02-16 06:54:45,2026-02-16 06:54:45
2100,riverdalepropertymanagementinc.com,rentvine,pmisouthatlanta.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:50:36.846116,2026-02-16 06:54:45,2026-02-16 06:54:45
2101,rpmmajestic.com,appfolio,rpmga031.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-02T04:50:37.929783,2026-02-16 06:54:45,2026-02-16 06:54:45
2102,rpmpiedmont.com,appfolio,RPMGA022.appfolio.com,high,secondary_page:/tenants/,1,http://rpmpiedmont.com,,2026-02-02T04:50:43.107261,2026-02-16 06:54:45,2026-02-16 06:54:45
2103,yourjoyfulpropertygroup.com,unknown,,low,not_found,0,,,2026-02-02T04:49:54.853694,2026-02-16 06:54:45,2026-02-16 06:54:45
2104,soldbyjonesrentalhomes.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:51:03.961634,2026-02-16 06:54:45,2026-02-16 06:54:45
2105,sentinelwr.com,appfolio,sentinelpm.appfolio.com,high,homepage_fetch,1,http://www.sentinelwr.com,,2026-02-02T04:51:04.719504,2026-02-16 06:54:45,2026-02-16 06:54:45
2106,rentmidga.com,appfolio,warnerrobins.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:51:47.602442,2026-02-16 06:54:45,2026-02-16 06:54:45
2107,unitedresidentialproperties.com,unknown,,low,not_found,0,,,2026-02-02T04:51:07.440032,2026-02-16 06:54:45,2026-02-16 06:54:45
2108,sayyes2theaddress.com,unknown,,low,not_found,0,,,2026-02-02T04:51:31.115755,2026-02-16 06:54:45,2026-02-16 06:54:45
2109,willinghamrealty.wixsite.com,unknown,,low,not_found,0,,,2026-02-02T04:51:31.592675,2026-02-16 06:54:45,2026-02-16 06:54:45
2110,midgaforrent.com,buildium,fhgpropertymanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:52:41.745188,2026-02-16 06:54:45,2026-02-16 06:54:45
2111,teamworkspropertymanagement.com,unknown,,low,not_found,0,,,2026-02-02T04:51:54.187115,2026-02-16 06:54:45,2026-02-16 06:54:45
2115,tomsharpeproperties.com,buildium,tsproperties.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:54:11.393797,2026-02-16 06:54:45,2026-02-16 06:54:45
2116,realestate-elevated.com,buildium,visionrealestatepropertymanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:54:12.656353,2026-02-16 06:54:45,2026-02-16 06:54:45
2118,mmsrental.com,appfolio,natwillltd.appfolio.com,low,secondary_page:/resident-portal,0,,,2026-02-02T04:54:05.809913,2026-02-16 06:54:45,2026-02-16 06:54:45
2119,newvisionpm.com,unknown,,low,not_found,0,,,2026-02-02T04:53:48.401440,2026-02-16 06:54:45,2026-02-16 06:54:45
2120,rpropmgt.com,buildium,rendezvous.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:54:59.162563,2026-02-16 06:54:45,2026-02-16 06:54:45
2121,savresidences.com,guesty,,high,homepage_fetch,0,,,2026-02-02T04:55:01.220587,2026-02-16 06:54:45,2026-02-16 06:54:45
2122,millerspropertymanagement.com,unknown,,low,not_found,0,,,2026-02-02T04:54:14.678909,2026-02-16 06:54:45,2026-02-16 06:54:45
2123,movingtopooler.com,unknown,,low,not_found,0,,,2026-02-02T04:54:42.842785,2026-02-16 06:54:45,2026-02-16 06:54:45
2124,theallenrealestategroup.com,unknown,,low,not_found,0,,,2026-02-02T04:55:05.465358,2026-02-16 06:54:45,2026-02-16 06:54:45
2126,unitedpropertiesaugusta.com,unknown,,low,not_found,0,,,2026-02-02T04:55:41.721639,2026-02-16 06:54:45,2026-02-16 06:54:45
2128,rently.com,appfolio,,high,secondary_page:/self-guided-tours/,0,,,2026-02-02T04:56:50.976049,2026-02-16 06:54:45,2026-02-16 06:54:45
2129,rightcpm.com,appfolio,rightcpm.appfolio.com,high,subdomain_probe,1,http://www.rightcpm.com,,2026-02-02T04:56:46.582054,2026-02-16 06:54:45,2026-02-16 06:54:45
2130,realtywerxpm.com,buildium,realtywerx.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:57:31.563104,2026-02-16 06:54:45,2026-02-16 06:54:45
2131,skywater-realty.com,buildium,skywaterrealty.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:57:35.259845,2026-02-16 06:54:45,2026-02-16 06:54:45
2132,wmsrents.com,appfolio,wynnmanagementservicesllc.appfolio.com,low,homepage_fetch,0,,,2026-02-02T04:57:43.871058,2026-02-16 06:54:45,2026-02-16 06:54:45
2133,parkerandassociates.com,rentmanager,parkas.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-02T04:57:46.242277,2026-02-16 06:54:45,2026-02-16 06:54:45
2134,redandblackrentals.com,buildium,redandblackrentals.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:57:47.083483,2026-02-16 06:54:45,2026-02-16 06:54:45
2135,sellingourtown.com,unknown,,low,not_found,0,,,2026-02-02T04:57:27.531121,2026-02-16 06:54:45,2026-02-16 06:54:45
2136,ourtownrents.com,unknown,,low,not_found,0,,,2026-02-02T04:57:37.716921,2026-02-16 06:54:45,2026-02-16 06:54:45
2138,owensmanagementgroup.com,rentvine,owensmanagementgroupllc.rentvine.com,high,homepage_fetch,0,,,2026-02-02T04:58:57.334248,2026-02-16 06:54:45,2026-02-16 06:54:45
2139,rentoconeeclarke.com,unknown,,low,not_found,0,,,2026-02-02T04:58:09.507768,2026-02-16 06:54:45,2026-02-16 06:54:45
2140,simpsoncompany.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T04:59:07.999910,2026-02-16 06:54:45,2026-02-16 06:54:45
2141,southlandbrokersinc.com,buildium,southlandbrokers.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T04:59:57.119525,2026-02-16 06:54:45,2026-02-16 06:54:45
2142,rpmascension.com,appfolio,RPMGA018.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmascension.com,,2026-02-02T05:00:01.415508,2026-02-16 06:54:45,2026-02-16 06:54:45
2143,properdmgmt.com,unknown,,low,not_found,0,,,2026-02-02T04:59:48.442915,2026-02-16 06:54:45,2026-02-16 06:54:45
2144,marcushawaii.com,appfolio,marcushawaii.appfolio.com,high,homepage_fetch,1,http://www.marcushawaii.com,,2026-02-02T05:00:47.017658,2026-02-16 06:54:45,2026-02-16 06:54:45
2145,pure-real.com,propertyboss,resident.propertyboss.net,high,homepage_fetch,0,,,2026-02-02T05:00:50.507557,2026-02-16 06:54:45,2026-02-16 06:54:45
2147,minstermanagement.com,buildium,minstermanagementllc.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T05:00:58.576636,2026-02-16 06:54:45,2026-02-16 06:54:45
2148,nortoncommunitymanagement.com,unknown,,low,not_found,0,,,2026-02-02T04:59:58.073153,2026-02-16 06:54:45,2026-02-16 06:54:45
2149,twoseaspm.com,appfolio,twoseaspropmgmt.appfolio.com,low,homepage_fetch,0,,,2026-02-02T05:01:08.590610,2026-02-16 06:54:45,2026-02-16 06:54:45
2150,theboulevardpm.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T05:01:28.095533,2026-02-16 06:54:45,2026-02-16 06:54:45
2151,oahuresidential.com,appfolio,oahurealty.appfolio.com,medium,subdomain_probe,0,,,2026-02-02T05:00:51.496777,2026-02-16 06:54:45,2026-02-16 06:54:45
2152,rentalpropertymanagementhawaii.com,buildium,rpmhawaii.managebuilding.com,high,homepage_fetch,0,,,2026-02-02T05:01:43.665124,2026-02-16 06:54:45,2026-02-16 06:54:45
2153,residentialresource.net,unknown,,low,not_found,0,,,2026-02-02T05:01:11.387022,2026-02-16 06:54:45,2026-02-16 06:54:45
2154,rpmhonolulu.com,appfolio,rpmhi003.appfolio.com,high,secondary_page:/tenants/,1,https://www.rpmhonolulu.com,,2026-02-02T05:01:59.035961,2026-02-16 06:54:45,2026-02-16 06:54:45
2157,namparpm.com,appfolio,rpmid011.appfolio.com,high,secondary_page:/tenants/,1,http://www.namparpm.com,,2026-02-02T05:02:39.325403,2026-02-16 06:54:45,2026-02-16 06:54:45
2158,oahurentalmanagement.com,unknown,,low,not_found,0,,,2026-02-02T05:01:44.571387,2026-02-16 06:54:45,2026-02-16 06:54:45
2159,wrightpropertymanager.com,appfolio,wrightpropertymngmnt.appfolio.com,low,secondary_page:/apply,0,,,2026-02-02T05:02:44.809673,2026-02-16 06:54:45,2026-02-16 06:54:45
2161,shorelineidaho.com,appfolio,shorelinepropertymgmt.appfolio.com,high,homepage_fetch,1,http://www.shorelineidaho.com,,2026-02-02T05:03:11.671460,2026-02-16 06:54:45,2026-02-16 06:54:45
2162,rampartpropertymgmt.com,appfolio,demowebsitessales.appfolio.com,low,homepage_fetch,0,,,2026-02-02T05:03:16.945003,2026-02-16 06:54:45,2026-02-16 06:54:45
2163,tntidaho.com,unknown,,low,not_found,0,,,2026-02-02T05:02:53.367758,2026-02-16 06:54:45,2026-02-16 06:54:45
2164,onpointid.com,appfolio,scpropertymanagement.appfolio.com,high,homepage_fetch,1,http://onpointid.com,,2026-02-02T05:04:25.877246,2026-02-16 06:54:45,2026-02-16 06:54:45
2165,rent-idaho.com,appfolio,holtzclaw.appfolio.com,high,homepage_fetch,1,http://www.rent-idaho.com,,2026-02-02T05:04:27.874205,2026-02-16 06:54:45,2026-02-16 06:54:45
2166,urbanedgepropertymanagement.com,appfolio,urbanedgepm.appfolio.com,high,homepage_fetch,1,http://www.urbanedgepropertymanagement.com,,2026-02-02T05:04:29.214673,2026-02-16 06:54:45,2026-02-16 06:54:45
2167,spartanpropertymanagement.com,rentmanager,spartpm.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-02T05:04:32.236304,2026-02-16 06:54:45,2026-02-16 06:54:45
2168,morehousepropertymanagement.com,unknown,,low,not_found,0,,,2026-02-02T05:03:18.939591,2026-02-16 06:54:45,2026-02-16 06:54:45
2170,rentippm.com,unknown,,low,not_found,0,,,2026-02-02T05:04:40.396052,2026-02-16 06:54:45,2026-02-16 06:54:45
2172,mhprent.com,unknown,,low,not_found,0,,,2026-02-02T04:59:09.134440,2026-02-16 06:54:45,2026-02-16 06:54:45
2173,redppm.com,unknown,,low,not_found,0,,,2026-02-02T05:05:13.279107,2026-02-16 06:54:45,2026-02-16 06:54:45
2174,spmofidaho.com,appfolio,superiorpropmgmt.appfolio.com,high,homepage_fetch,1,,,2026-02-02T05:06:22.445966,2026-02-16 06:54:45,2026-02-16 06:54:45
2175,promanageidaho.com,appfolio,,high,homepage_fetch,0,,,2026-02-02T05:06:23.847644,2026-02-16 06:54:45,2026-02-16 06:54:45
2176,planbpropertymanagers.com,unknown,,low,not_found,0,,,2026-02-02T05:05:40.770597,2026-02-16 06:54:45,2026-02-16 06:54:45
2177,tokcommercial.com,yardi,,high,homepage_fetch,0,,,2026-02-02T05:06:31.477586,2026-02-16 06:54:45,2026-02-16 06:54:45
